from_id,to_id
mn0000806447,mn0000792507
mn0000806447,mn0000322027
mn0000806447,mn0000853163
mn0000188398,mn0000152312
mn0000188398,mn0000754875
mn0000186927,mn0000617196
mn0000186927,mn0000671414
mn0000186927,mn0000185810
mn0000186927,mn0000247545
mn0000186927,mn0000955544
mn0000630882,mn0000060679
mn0000630882,mn0000197040
mn0000630882,mn0000577531
mn0000244082,mn0000108554
mn0000244082,mn0000565634
mn0000244082,mn0000091879
mn0000244082,mn0000248452
mn0000244082,mn0000341422
mn0000793506,mn0000211483
mn0000938763,mn0000072003
mn0000671414,mn0000186927
mn0000060551,mn0000921895
mn0000060551,mn0000926376
mn0000060551,mn0000744328
mn0000640691,mn0000780056
mn0000669511,mn0000831708
mn0000046842,mn0000625526
mn0000466206,mn0000186927
mn0000037197,mn0000057840
mn0000037197,mn0000787810
mn0000359966,mn0000045077
mn0000884272,mn0000163133
mn0000884272,mn0000891991
mn0000333643,mn0000350127
mn0000202214,mn0000145269
mn0000151240,mn0000065882
mn0000151240,mn0000332536
mn0000032628,mn0000801762
mn0000032628,mn0000666285
mn0000048908,mn0000661974
mn0000048908,mn0000378624
mn0000409696,mn0000563390
mn0000409696,mn0000075623
mn0000167880,mn0000029791
mn0000239382,mn0000044331
mn0000239382,mn0000684648
mn0000869487,mn0000539774
mn0000869487,mn0000246885
mn0000708613,mn0000275401
mn0000402514,mn0000169568
mn0000846607,mn0000187478
mn0000207539,mn0000945790
mn0000826708,mn0000812290
mn0000826708,mn0000519428
mn0000336222,mn0000813441
mn0000336222,mn0000518937
mn0000386492,mn0000332257
mn0000814852,mn0000509524
mn0000814852,mn0000339160
mn0000394806,mn0000184091
mn0000394806,mn0000849333
mn0000807250,mn0000283135
mn0000041187,mn0000839245
mn0000041187,mn0000021810
mn0000825840,mn0001655886
mn0000825840,mn0000851639
mn0000322733,mn0000208774
mn0000322733,mn0000373634
mn0000047644,mn0000298113
mn0000801762,mn0000666285
mn0000025104,mn0000387720
mn0000243617,mn0000784732
mn0000609992,mn0000234374
mn0000609992,mn0000767741
mn0000609992,mn0000536122
mn0000885190,mn0000796472
mn0000885190,mn0000367979
mn0000885190,mn0000359016
mn0000846277,mn0000141838
mn0001192671,mn0000424244
mn0001192671,mn0000354729
mn0001192671,mn0000350127
mn0000257274,mn0000111151
mn0000927627,mn0000793210
mn0000333573,mn0000587708
mn0000333573,mn0000102399
mn0000333573,mn0000575199
mn0000113203,mn0000219876
mn0000852665,mn0000745316
mn0000104388,mn0000110541
mn0000104388,mn0000585092
mn0000104388,mn0000794244
mn0000104388,mn0000957296
mn0000104388,mn0000214546
mn0000104388,mn0000066570
mn0000174838,mn0000330961
mn0000527846,mn0000047401
mn0000784458,mn0000826708
mn0000175286,mn0000327130
mn0000175286,mn0000320761
mn0000175286,mn0000214162
mn0000175286,mn0000583959
mn0000631684,mn0000298562
mn0000184652,mn0000746079
mn0000170483,mn0000175874
mn0000807041,mn0000885875
mn0000833610,mn0000821571
mn0000171743,mn0000065882
mn0000171743,mn0000332725
mn0000885875,mn0000222298
mn0000766010,mn0000159214
mn0000746915,mn0000812046
mn0000136647,mn0000329768
mn0000136647,mn0000211724
mn0000929648,mn0000812290
mn0000126452,mn0000770930
mn0000375066,mn0000587708
mn0000375066,mn0000042513
mn0000684648,mn0000239382
mn0000684648,mn0000585271
mn0000684648,mn0000044331
mn0000546746,mn0000121584
mn0000006143,mn0000211483
mn0000006143,mn0000139804
mn0000290464,mn0000640675
mn0000290464,mn0000423829
mn0000290464,mn0000204901
mn0000290464,mn0000039656
mn0000290464,mn0000742899
mn0000955702,mn0000126772
mn0000955702,mn0000197567
mn0000857062,mn0000651271
mn0000857062,mn0000319626
mn0000802246,mn0000359555
mn0000163227,mn0000558339
mn0000163227,mn0000833150
mn0000163227,mn0000237205
mn0000163227,mn0000217792
mn0000770404,mn0000222436
mn0000674119,mn0000036269
mn0000204390,mn0000361393
mn0000388105,mn0000793623
mn0000388105,mn0000796166
mn0000388105,mn0000163426
mn0000388105,mn0000178916
mn0000388105,mn0000239329
mn0000743615,mn0000849333
mn0000054707,mn0000776363
mn0000054707,mn0000152490
mn0000054707,mn0000234518
mn0000827224,mn0000927786
mn0000827224,mn0000565634
mn0000827224,mn0000091879
mn0000827224,mn0000248452
mn0000827224,mn0000296024
mn0000964582,mn0000350840
mn0000790717,mn0000841430
mn0000790717,mn0000606610
mn0000790717,mn0000187859
mn0000790717,mn0000140786
mn0000160094,mn0000345734
mn0000020869,mn0000621423
mn0000020869,mn0000768584
mn0000020869,mn0000096613
mn0000020869,mn0000815236
mn0000020869,mn0000988457
mn0000020869,mn0000774588
mn0000020869,mn0000208997
mn0000187859,mn0000790717
mn0000361825,mn0000183699
mn0000373634,mn0000537548
mn0000373634,mn0000322733
mn0000373634,mn0000088035
mn0000373634,mn0000113753
mn0000373634,mn0000602378
mn0000748773,mn0000137137
mn0000748773,mn0000819894
mn0000029086,mn0000100116
mn0000029086,mn0000147249
mn0000767471,mn0000057115
mn0000767471,mn0000241618
mn0000767471,mn0000376739
mn0000767471,mn0000960574
mn0000048816,mn0000672269
mn0000611007,mn0000097534
mn0000838195,mn0000164594
mn0000642542,mn0000796700
mn0000642542,mn0000058549
mn0000041637,mn0000758208
mn0000041637,mn0000107259
mn0000041637,mn0000068395
mn0000041637,mn0000358820
mn0000242949,mn0000673114
mn0000341422,mn0000505154
mn0000341422,mn0000160198
mn0000341422,mn0000068780
mn0000341422,mn0000248392
mn0000203639,mn0000102399
mn0000268426,mn0000000429
mn0000273105,mn0000201760
mn0000273105,mn0000808198
mn0000580723,mn0000171637
mn0000822742,mn0000747627
mn0000766562,mn0000226380
mn0000766562,mn0000622805
mn0000152490,mn0000054707
mn0000152490,mn0000776363
mn0000152490,mn0000234518
mn0000752246,mn0000988386
mn0000752246,mn0000814745
mn0000953089,mn0000341422
mn0000002273,mn0000070534
mn0000189180,mn0000001020
mn0000189180,mn0000115985
mn0000840215,mn0000675732
mn0000566087,mn0000543867
mn0000566087,mn0000753237
mn0000665103,mn0000094252
mn0000933813,mn0000587708
mn0000933813,mn0000714156
mn0000361393,mn0000204390
mn0000232468,mn0000503279
mn0000584257,mn0000237205
mn0000584257,mn0000842802
mn0000584257,mn0000576718
mn0000323990,mn0000797327
mn0000147638,mn0000021711
mn0000147638,mn0000320056
mn0002049035,mn0000121584
mn0002049035,mn0002508583
mn0000420728,mn0000928942
mn0000420728,mn0000068780
mn0000329768,mn0000136647
mn0000678009,mn0000118056
mn0000678009,mn0000246885
mn0000678009,mn0000579458
mn0000678009,mn0000030664
mn0000942529,mn0000780056
mn0000224265,mn0000196969
mn0000226380,mn0000765435
mn0000226380,mn0000951384
mn0000022257,mn0000184091
mn0000954817,mn0000931086
mn0000502760,mn0000201667
mn0000509524,mn0000211392
mn0000509524,mn0000849333
mn0001431398,mn0000945269
mn0000853144,mn0000587708
